小説	ID	Property	原文	述語	修正	メモ
ACaseOfIdentity.tsv	527	hasPredicate	誓わせる	Swear	swear	
CrookedMan.tsv	205	hasPredicate	誓った	swear		
DancingMen.tsv	58	hasPredicate	持った	take		
DancingMen.tsv	145	hasPredicate	持っていく	take		
CrookedMan.tsv	79	hasPredicate	持って行った	take		
CrookedMan.tsv	127	hasPredicate	持ち去られた	take		
CrookedMan.tsv	157	hasPredicate	持って行った	take		
CrookedMan.tsv	327	hasPredicate	取った	take		
SpeckledBand.tsv	16	hasPredicate		take		
SpeckledBand.tsv	244	hasPredicate	下した	take		
SpeckledBand.tsv	366	hasPredicate	持った	take		
CrookedMan.tsv	173	hasPredicate	行われた	take place	takePlace	
ACaseOfIdentity.tsv	302	hasPredicate	語る	talk		
CrookedMan.tsv	187	hasPredicate	話した	talk		
CrookedMan.tsv	196	hasPredicate	話した	talk		
CrookedMan.tsv	310	hasPredicate	話をした	talk		
SpeckledBand.tsv	56	hasPredicate	話す	talk		
SpeckledBand.tsv	155	hasPredicate	説明した	talk		説明する
SpeckledBand.tsv	258	hasPredicate	指示した	talk		
ACaseOfIdentity.tsv	25	hasPredicate	引きちぎる	TearOff	tearOff	
ACaseOfIdentity.tsv	178	hasPredicate	からかわれる	Teased	beTeased	
ACaseOfIdentity.tsv	33	hasPredicate	告げる	Tell	tell	
ACaseOfIdentity.tsv	255	hasPredicate	伝える	Tell	tell	
ACaseOfIdentity.tsv	580	hasPredicate	伝える	Tell	tell	
CrookedMan.tsv	22	hasPredicate	言った	tell		
CrookedMan.tsv	209	hasPredicate	言った	tell		
CrookedMan.tsv	210	hasPredicate	言った	tell		
CrookedMan.tsv	214	hasPredicate	言った	tell		
CrookedMan.tsv	251	hasPredicate	伝えた	tell		
CrookedMan.tsv	254	hasPredicate	伝えた	tell		
CrookedMan.tsv	256	hasPredicate	言った	tell		
CrookedMan.tsv	279	hasPredicate	教えた	tell		
SpeckledBand.tsv	94	hasPredicate	証言した	testified	testify	証言する
ACaseOfIdentity.tsv	194	hasPredicate	細い	thin		
DancingMen.tsv	29	hasPredicate	思った	think		
DancingMen.tsv	230	hasPredicate	思っていた	think		
ACaseOfIdentity.tsv	47	hasPredicate	思う	think		
ACaseOfIdentity.tsv	80	hasPredicate	思う	think		
ACaseOfIdentity.tsv	81	hasPredicate	思う	think		
ACaseOfIdentity.tsv	83	hasPredicate	思う	think		
ACaseOfIdentity.tsv	94	hasPredicate	思う	think		
ACaseOfIdentity.tsv	135	hasPredicate	思う	think		
ACaseOfIdentity.tsv	138	hasPredicate	思う	think		
ACaseOfIdentity.tsv	153	hasPredicate	思う	think		
ACaseOfIdentity.tsv	249	hasPredicate	思う	think		
ACaseOfIdentity.tsv	392	hasPredicate	思う	think		
ACaseOfIdentity.tsv	426	hasPredicate	思う	think		
CrookedMan.tsv	98	hasPredicate	思った	think		
CrookedMan.tsv	104	hasPredicate	思った	think		
CrookedMan.tsv	107	hasPredicate	思った	think		
CrookedMan.tsv	117	hasPredicate	思った	think		
CrookedMan.tsv	125	hasPredicate	思った	think		
CrookedMan.tsv	148	hasPredicate	思った	think		
CrookedMan.tsv	152	hasPredicate	思った	think		
CrookedMan.tsv	164	hasPredicate	思った	think		
CrookedMan.tsv	189	hasPredicate	思っていた	think		
CrookedMan.tsv	227	hasPredicate	思った	think		
CrookedMan.tsv	273	hasPredicate	思っていた	think		
CrookedMan.tsv	300	hasPredicate	思っている	think		
CrookedMan.tsv	325	hasPredicate	思った	think		
ACaseOfIdentity.tsv	512	hasPredicate	思っている	thinking		
ACaseOfIdentity.tsv	531	hasPredicate	縛られる	tied up	beTiedUp	
SpeckledBand.tsv	356	hasPredicate	きつくしめつけていた	tighten		締める
ACaseOfIdentity.tsv	345	hasProperty	きっちりしている	Tightly	tightly	
ACaseOfIdentity.tsv	236	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	328	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	329	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	248	hasPredicate	理解する	to understand	understand	
SpeckledBand.tsv	138	hasPredicate	つけてきた	trace		つけてくる
SpeckledBand.tsv	383	hasPredicate	訓練する	train		
CrookedMan.tsv	144	hasPredicate	試した	try		
CrookedMan.tsv	318	hasPredicate	止めようとした	try to stop	tryToStop	
CrookedMan.tsv	72	hasPredicate	つけた	turn on	turnOn	
SpeckledBand.tsv	292	hasPredicate	消した	turnOff		
SpeckledBand.tsv	303	hasPredicate	消した	turnOff		
SpeckledBand.tsv	120	hasPredicate	つけた	turnOn		点ける
SpeckledBand.tsv	312	hasPredicate	火をつけた	turnOn		
ACaseOfIdentity.tsv	565	hasPredicate	タイプである	typeed	beTypeed	
CrookedMan.tsv	311	hasPredicate	気づいた	understand		
ACaseOfIdentity.tsv	286	hasPredicate	忘れられない	Unforgettable	unforgettable	
ACaseOfIdentity.tsv	66	hasPredicate	行きたくない	UnwillingToGo	unwillingToGo	
CrookedMan.tsv	221	hasPredicate	使う	use		
DancingMen.tsv	93	hasPredicate	訪れた	visit		
ACaseOfIdentity.tsv	146	hasPredicate	訪ねる	visit		
CrookedMan.tsv	1	hasPredicate	訪れた	visit		
CrookedMan.tsv	2	hasPredicate	頼んだ	visit		
CrookedMan.tsv	197	hasPredicate	待っていた	wait		
DancingMen.tsv	96	hasPredicate	起きた	wake		
SpeckledBand.tsv	53	hasPredicate	起きている	wakeUp		
SpeckledBand.tsv	59	hasPredicate	起きる	wakeUp		
SpeckledBand.tsv	119	hasPredicate	飛び起きた	wakeUp		飛び起きる
DancingMen.tsv	69	hasPredicate	歩き回った	walk		
CrookedMan.tsv	362	hasPredicate	歩いている	walk		
CrookedMan.tsv	295	hasPredicate	放浪した	wander		
ACaseOfIdentity.tsv	19	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	157	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	271	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	272	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	480	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	203	hasPredicate	結婚したい	Want to get married	wantToGetMarried	
ACaseOfIdentity.tsv	495	hasPredicate	行きたい	want to go	wantToGo	
CrookedMan.tsv	172	hasPredicate	助けたい	want to help	wantToHelp	
CrookedMan.tsv	211	hasPredicate	助けたい	want to help	wantToHelp	
ACaseOfIdentity.tsv	389	hasPredicate	会いたい	want to meet	wantToMeet	
CrookedMan.tsv	303	hasPredicate	帰りたかった	want to return	wantToReturn	
ACaseOfIdentity.tsv	555	hasPredicate	試したい	want to try	wantToTry	
ACaseOfIdentity.tsv	21	hasPredicate	相談したい	WantToTalk	WantToTalk	
CrookedMan.tsv	241	hasPredicate	あたっていた	warm		
SpeckledBand.tsv	371	hasPredicate	注意する	warn		
DancingMen.tsv	54	hasPredicate	着ていた	wear		
DancingMen.tsv	111	hasPredicate	着ていた	wear		
DancingMen.tsv	112	hasPredicate	着ていた	wear		
ACaseOfIdentity.tsv	5	hasPredicate	かぶっている	Wear	wear	
ACaseOfIdentity.tsv	6	hasPredicate	つけている	Wear	wear	
ACaseOfIdentity.tsv	131	hasPredicate	着る	Wear	wear	
ACaseOfIdentity.tsv	498	hasPredicate	着ける	wear		
ACaseOfIdentity.tsv	499	hasPredicate	着ける	wear		
ACaseOfIdentity.tsv	443	hasPredicate	摩滅する	Wear out	wearOut	
ACaseOfIdentity.tsv	305	hasPredicate	かぶっている	Wearing	wearing	
ACaseOfIdentity.tsv	346	hasPredicate	履いている	Wearing	wearing	
ACaseOfIdentity.tsv	35	hasPredicate	迎える	Welcome	welcome	
ACaseOfIdentity.tsv	500	hasPredicate	ささやく	Whisper	whisper	
ACaseOfIdentity.tsv	283	hasPredicate	忘れない	will not forget	notForget	
ACaseOfIdentity.tsv	530	hasPredicate	望む	Wish	wish	
SpeckledBand.tsv	379	hasPredicate	働く	work		
ACaseOfIdentity.tsv	313	hasPredicate	すり切れている	Worn	worn	
ACaseOfIdentity.tsv	20	hasPredicate	悩んでいる	Worried	beWorried	
ACaseOfIdentity.tsv	212	hasPredicate	心配する	worry		
ACaseOfIdentity.tsv	415	hasPredicate	心配する	worry		
ACaseOfIdentity.tsv	4	hasPredicate	巻いている	Wrap	wrap	
DancingMen.tsv	231	hasPredicate	書いた	write		
ACaseOfIdentity.tsv	164	hasPredicate	書く	write		
ACaseOfIdentity.tsv	350	hasPredicate	書く	write		
ACaseOfIdentity.tsv	385	hasPredicate	書く	write		
ACaseOfIdentity.tsv	388	hasPredicate	書く	write		
ACaseOfIdentity.tsv	445	hasPredicate	書いている	writing		
ACaseOfIdentity.tsv	370	hasPredicate	書かれている	written	beWritten	
CrookedMan.tsv	41	hasPredicate	equalTo			
CrookedMan.tsv	151	hasPredicate	いた		exist	
SpeckledBand.tsv	230	hasPredicate				
SpeckledBand.tsv	k001	hasPredicate				
SpeckledBand.tsv	279	hasPredicate				equalTo
SpeckledBand.tsv	288	hasPredicate				
SpeckledBand.tsv	293	hasPredicate	じっとした		notMove	
SpeckledBand.tsv	320	hasPredicate				
SpeckledBand.tsv	321	hasPredicate				
SpeckledBand.tsv	335	hasPredicate	equalTo			
SpeckledBand.tsv	342	hasPredicate				
SpeckledBand.tsv	355	hasPredicate	みていた		see	見る
SpeckledBand.tsv	23	hasProperty	持つ	strengthened		
SpeckledBand.tsv	72	hasProperty	真っ青	turnPale	blue	blue または述語に？
SpeckledBand.tsv	73	hasProperty	ふらふら	beDizzy	dizzy	
SpeckledBand.tsv	91	hasProperty	悪い	have	本文チェック	悪い
SpeckledBand.tsv	92	hasProperty	不明	notKnown		不明
SpeckledBand.tsv	93	hasProperty	鍵がかかっていた	lock	beLocked？	施錠
SpeckledBand.tsv	96	hasProperty	閉ざしている	close		閉じる
SpeckledBand.tsv	98	hasProperty	堅い	hard		堅い
SpeckledBand.tsv	100	hasProperty	堅い	hard		堅い
SpeckledBand.tsv	101	hasProperty	太い	thick		太い
SpeckledBand.tsv	109	hasProperty	水玉の模様	speckled		水玉の模様
SpeckledBand.tsv	114	hasProperty		repair		
SpeckledBand.tsv	115	hasProperty	穴が空いた	beBroken		穴
SpeckledBand.tsv	125	hasProperty	旅館	hotel		旅館
SpeckledBand.tsv	130	hasProperty	すぐに手の出る人	getAnger	英語検討	すぐに手の出る人
SpeckledBand.tsv	144	hasProperty	1100ポンド	1100 GBP		1100ポンド
SpeckledBand.tsv	145	hasProperty	750ポンド	750 GBP		750ポンド
SpeckledBand.tsv	157	hasProperty	苔むした石造り	madeByMossyStone		苔むした石造り
SpeckledBand.tsv	158	hasProperty	灰色	gray		灰色
SpeckledBand.tsv	160	hasProperty	打ち付けてある	beBroken		打ち付けられる
SpeckledBand.tsv	161	hasProperty	へこんでいる	beBroken		へこむ
SpeckledBand.tsv	162	hasProperty	廃墟の体	ruined		廃墟
SpeckledBand.tsv	163	hasProperty	手入れ不足	beBroken		手入れ不足
SpeckledBand.tsv	164	hasProperty	新しい	new		新しい
SpeckledBand.tsv	165	hasProperty	居住区	live		居住区
SpeckledBand.tsv	167	hasProperty	崩れている	beBroken		崩れる
SpeckledBand.tsv	170	hasProperty	手入れが行き届いていない	beBroken		手入れ不足
SpeckledBand.tsv	176	hasProperty	改修中	beBroken		改修中
SpeckledBand.tsv	191	hasProperty	鉄製	madeByIron		鉄製
SpeckledBand.tsv	196	hasProperty	質素AND小さい	simple AND small		質素AND小さい
SpeckledBand.tsv	205	hasProperty	虫の食った褐色の樫材	brown oak of insect holes	brown oak with insect holes	虫の食った褐色の樫材
SpeckledBand.tsv	206	hasProperty	虫の食った褐色の樫材	madeByBrownOakWithInsectHoles	※統一が必要	虫の食った褐色の樫材
SpeckledBand.tsv	216	hasProperty	結ばれている	beTied		結ぶ
SpeckledBand.tsv	218	hasProperty	妙だ	beStrange	strange	
SpeckledBand.tsv	226	hasProperty	いくつもある	modified		本文チェック
SpeckledBand.tsv	228	hasProperty	ある	fake		本文チェック
SpeckledBand.tsv	229	hasProperty	飾りだけの	decorated		
SpeckledBand.tsv	233	hasProperty	広かった	wider		
SpeckledBand.tsv	234	hasProperty	家具は同様に質素なものだった	simple		
SpeckledBand.tsv	245	hasProperty	入った	filledWith		withの対象がどうなってるか
SpeckledBand.tsv	249	hasProperty	一種	subClassOf		SubClassOf
SpeckledBand.tsv	272	hasProperty	小さい	small		
SpeckledBand.tsv	277	hasProperty	小さい	beSmall	small	
SpeckledBand.tsv	284	hasProperty	固定してあった	fixed		
SpeckledBand.tsv	285	hasProperty	固定されない	notFixed		not固定
SpeckledBand.tsv	296	hasProperty	命に関わる	beDanger	danger	
SpeckledBand.tsv	304	hasProperty	真っ暗	getDark	dark	
SpeckledBand.tsv	311	hasProperty		burned		
SpeckledBand.tsv	318	hasProperty		beSoftly	softly	
SpeckledBand.tsv	319	hasProperty		beFaint	faint	
SpeckledBand.tsv	330	hasProperty		beScared		
SpeckledBand.tsv	334	hasProperty	大きくなる	louder		
SpeckledBand.tsv	337	hasProperty	消える	disappeared		
SpeckledBand.tsv	346	hasProperty	開いていた	opened	beOpened	
SpeckledBand.tsv	351	hasProperty		strapped		
SpeckledBand.tsv	357	hasProperty		speckled		
SpeckledBand.tsv	373	hasProperty	飾り	beFake	fake	
SpeckledBand.tsv	374	hasProperty	固定される	beFixed		
SpeckledBand.tsv	378	hasProperty	検出されない	notFind		
SpeckledBand.tsv	380	hasProperty	即効性	effected	effect	英語チェック
SpeckledBand.tsv	381	hasProperty	目立たない	beUnobservable	unobservable	
SpeckledBand.tsv	397	hasProperty	怒る	getAngry		述語？
SpeckledBand.tsv	T184	hasProperty	狭い	narrow		狭い
ACaseOfIdentity.tsv	26	hasProperty	色恋沙汰である	isRomance	romance	
ACaseOfIdentity.tsv	56	hasProperty	裕福ではない	Not rich		
ACaseOfIdentity.tsv	58	hasProperty	タイプ打ちである	Type	typist	
ACaseOfIdentity.tsv	65	hasProperty	呑気である	Nausea	nausea	
ACaseOfIdentity.tsv	68	hasPredicate	サザランドの義理の父である	Sutherland's father-in-law		元データをequalToに変更（88と統一必要？　本文チェック）
ACaseOfIdentity.tsv	70	hasProperty	元気である	I am fine	fine	
ACaseOfIdentity.tsv	71	hasProperty	丈夫である	strong		
ACaseOfIdentity.tsv	73	hasProperty	配管業である	plumbing business		
ACaseOfIdentity.tsv	76	hasProperty	現場頭である	It is a field head	field head	
ACaseOfIdentity.tsv	78	hasProperty	ワインの外商である	It is a foreign trade of wine	foreign trade of wine	
ACaseOfIdentity.tsv	82	hasProperty	少額である	It is small	small	
ACaseOfIdentity.tsv	87	hasProperty	ネッドの遺産である	It is a heritage of Ned	heritage of Ned	
ACaseOfIdentity.tsv	88	hasPredicate	サザランドの伯父である	Sutherland's uncle		元データをequalToに変更
ACaseOfIdentity.tsv	90	hasProperty	ニュージーランド株である	New Zealand shares		
ACaseOfIdentity.tsv	91	hasProperty	四分五厘である	It is a quarter five	quarter five	
ACaseOfIdentity.tsv	92	hasProperty	2500ポンドである	It is 2500 pounds	2500 pounds	
ACaseOfIdentity.tsv	143	hasProperty	自由である	Free	free	
ACaseOfIdentity.tsv	151	hasPredicate	嫌いである	Dislike	dislike	述語にすべき？
ACaseOfIdentity.tsv	154	hasProperty	幸せである	Happy	happy	
ACaseOfIdentity.tsv	168	hasProperty	レドンホール街の事務所の出納係である	She is the teller of Redon Hall Street office	teller of Redon Hall Street office	
ACaseOfIdentity.tsv	186	hasProperty	無限である	Is infinite	infinite	
ACaseOfIdentity.tsv	189	hasProperty	恥ずかしがり屋である	I am shy	shy	
ACaseOfIdentity.tsv	192	hasProperty	内気である	IsShy	shy	
ACaseOfIdentity.tsv	204	hasProperty	熱心だ	I am enthusiastic	enthusiastic	
ACaseOfIdentity.tsv	278	hasProperty	キャンバウェルである	I'm Camberwell	Camberwell	
ACaseOfIdentity.tsv	280	hasProperty	ウェストハウス＆マーバンクの外商である	foreign business of West House&Marbank		
ACaseOfIdentity.tsv	281	hasProperty	最大のクラレット輸入業者である	largest claret importer		
ACaseOfIdentity.tsv	301	hasProperty	重要である	is important	important	
ACaseOfIdentity.tsv	307	hasProperty	黒だ	it's black	black	
ACaseOfIdentity.tsv	310	hasProperty	茶褐色だ	It is brown	brown	
ACaseOfIdentity.tsv	312		鼠色だ	It is dark blue	dark blue	
ACaseOfIdentity.tsv	316	hasProperty	裕福である	Rich	rich	
ACaseOfIdentity.tsv	317	hasProperty	のんきである	It is easygoing	easygoing	
ACaseOfIdentity.tsv	319	hasProperty	町娘である	I am a town girl	town girl	
ACaseOfIdentity.tsv	332	hasProperty	高価な生地である	It is expensive cloth	expensive cloth	
ACaseOfIdentity.tsv	333	hasProperty	タイプの跡である	It is a trace of the type	trace of the type	
ACaseOfIdentity.tsv	334	hasProperty	手動ミシンの跡である	It is a mark of a manual sewing machine	mark of a manual sewing machine	
ACaseOfIdentity.tsv	335	hasProperty	手動ミシンの跡である	It is a mark of a manual sewing machine	mark of a manual sewing machine	
ACaseOfIdentity.tsv	336	hasProperty	タイプの跡である	It is a trace of the type	trace of the type	
ACaseOfIdentity.tsv	356	hasProperty	5フィート7インチである	5 feet 7 inches		
ACaseOfIdentity.tsv	359	hasProperty	黒である	It is black	black	
ACaseOfIdentity.tsv	363	hasProperty	訥々である	Be jealous	jealous	
ACaseOfIdentity.tsv	364	hasProperty	黒のフロックコートである	It is a black frock coat	black frock coat	
ACaseOfIdentity.tsv	365	hasProperty	黒のベストである	Black is the best	black best	
ACaseOfIdentity.tsv	366	hasProperty	金のアルバート鎖である	Albert chain of gold	albert chain of gold	
ACaseOfIdentity.tsv	373	hasProperty	ホズマ・エインジェルである	Hozma Eingel		
ACaseOfIdentity.tsv	375	hasProperty	レドンホール街である	Redon Hall street		
ACaseOfIdentity.tsv	376	hasProperty	重要である	important		
ACaseOfIdentity.tsv	402	hasProperty	中背である	Medium height	ｍedium height	
ACaseOfIdentity.tsv	403	hasProperty	30歳前後である	Around 30 years old	around 30 years old	
ACaseOfIdentity.tsv	406	hasProperty	穏やかである	calm		
ACaseOfIdentity.tsv	413	hasProperty	ウィンディバンクの手紙である	Windy Bank letter	letter from Windy Bank	
ACaseOfIdentity.tsv	424	hasProperty	警察官憲ではない	Not a police officer	not police officer	NOTの扱い検討
ACaseOfIdentity.tsv	436	hasProperty	不鮮明である	Blurred	blurred	大文字使わない
ACaseOfIdentity.tsv	448	hasProperty	不鮮明である	Blurred	blurred	
ACaseOfIdentity.tsv	463	hasProperty	真っ青だ	Blue	blue	
ACaseOfIdentity.tsv	468	hasProperty	死んだようだ	Seems to be dead	seem	見える＋死んだ（What）に変更
ACaseOfIdentity.tsv	473	hasProperty	残念である	It is a pity	pity	it is を取る
ACaseOfIdentity.tsv	479	hasProperty	大金である	It is a lot of money	lot of money	it is を取る
ACaseOfIdentity.tsv	481	hasProperty	お人好しである	Be friendly	friendly	状態を表すときbeは不要？
ACaseOfIdentity.tsv	501	hasProperty	安全である	safe		
ACaseOfIdentity.tsv	503	hasProperty	近眼である	close eye		
ACaseOfIdentity.tsv	504	hasProperty	ホズマである	Hozma	Hozma Eingel	固有名詞もOK?
ACaseOfIdentity.tsv	504	hasProperty	ホズマである	is	Hozma Eingel	
ACaseOfIdentity.tsv	521	hasProperty	必要である	is necessary	necessary	
ACaseOfIdentity.tsv	534	hasProperty	不明である	Unknown	unknown	
ACaseOfIdentity.tsv	574	hasProperty	タイプ打ちだ	typing	typist	
CrookedMan.tsv	17	hasProperty	人付き合いをできなかった	notSociable		
CrookedMan.tsv	18	hasProperty	人気者である	popular		
CrookedMan.tsv	19	hasProperty	美人である	beauty	beautiful	
CrookedMan.tsv	20	hasProperty	美人である	beauty	beautiful	
CrookedMan.tsv	21	hasProperty	幸福	happy		
CrookedMan.tsv	26	hasProperty	中年夫婦の理想像であった	ideal image of middle-aged couple		
CrookedMan.tsv	27	hasProperty	変わっている	unusual		
CrookedMan.tsv	29	hasProperty	凶暴になる	violent		
CrookedMan.tsv	30	hasProperty	執念深くなる	obsessive		
CrookedMan.tsv	31	hasProperty	凶暴にならない	notViolent		
CrookedMan.tsv	32	hasProperty	執念深くない	notObsessive		
CrookedMan.tsv	36	hasProperty	一人である	alone		
CrookedMan.tsv	37	hasProperty	雄々しい性格となよなよした性格	heroic personallity AND supple personality		
CrookedMan.tsv	53	hasProperty	若い女性である	young woman		young woman is-a youngとする？ 
CrookedMan.tsv	68	hasProperty	低い	low		
CrookedMan.tsv	74	hasProperty	習慣ではない	notHabit		
CrookedMan.tsv	99	hasProperty	近い	close		
CrookedMan.tsv	121	hasProperty	心神喪失であった	criminal irresponsibility		
CrookedMan.tsv	124	hasProperty	不機嫌であった	bad mood		空白どうする？
CrookedMan.tsv	143	hasProperty	肉食である	carnivorous		
CrookedMan.tsv	145	hasProperty	である			
CrookedMan.tsv	146	hasProperty	より大きい	larger than		比較対象は？
CrookedMan.tsv	158	hasProperty	不機嫌ではなかった	not bad mood		
CrookedMan.tsv	159	hasProperty	仲良かった	close		
CrookedMan.tsv	166	hasProperty	細身である	slender		
CrookedMan.tsv	167	hasProperty	ブロンド	blonde		
CrookedMan.tsv	168	hasProperty	頭いい	smart		
CrookedMan.tsv	177	hasProperty	静か	quiet		
CrookedMan.tsv	179	hasProperty	猫背	stoop		
CrookedMan.tsv	184	hasProperty	真っ青だった	turnPale		
CrookedMan.tsv	188	hasProperty	震えていた	shaky		
CrookedMan.tsv	192	hasProperty	黒い	black		
CrookedMan.tsv	193	hasProperty	ぎらぎらしている	glaringly		
CrookedMan.tsv	194	hasProperty	白い	white		
CrookedMan.tsv	198	hasProperty	怒った	angry		述語？
CrookedMan.tsv	199	hasProperty	怒った	angry		
CrookedMan.tsv	203	hasProperty	昔なじみである	old friend		
CrookedMan.tsv	215	hasProperty	手品師と芸人	magician AND entertainer		
CrookedMan.tsv	222	hasProperty	曲がっている	bent		
CrookedMan.tsv	236	hasProperty	少年団の一人	boy scout		
CrookedMan.tsv	242	hasProperty	蒸し暑い	humid		
CrookedMan.tsv	246	hasProperty	汚れていた	dirty		
CrookedMan.tsv	247	hasProperty	美男であった	handsome man	handsome	
CrookedMan.tsv	248	hasProperty	気難しい	grumpy		
CrookedMan.tsv	253	hasProperty	震えた	shiver		
CrookedMan.tsv	257	hasProperty	犯人ではない	notCriminal		
CrookedMan.tsv	258	hasProperty	犯人ではない	notCriminal		
CrookedMan.tsv	262	hasProperty	一番の美男だった	handsome		manいる？
CrookedMan.tsv	264	hasProperty	軍曹だった	sergeant		
CrookedMan.tsv	265	hasProperty	一番の美女だった	beautiful		womanいる？
CrookedMan.tsv	270	hasProperty	無鉄砲だった	reckless		
CrookedMan.tsv	271	hasProperty	教養がある	well‐educated	wellEducated	
CrookedMan.tsv	340	hasProperty	reddish brown	reddish brown		
CrookedMan.tsv	341	hasProperty	細い	thin		
CrookedMan.tsv	342	hasProperty	しなやかである	supple		
CrookedMan.tsv	344	hasProperty	長細い	long		
CrookedMan.tsv	345	hasProperty	真っ赤な目	red		
CrookedMan.tsv	361	hasProperty	満足している	happy		
DancingMen.tsv	3	hasProperty	高い	tall		
DancingMen.tsv	4	hasProperty	紳士である	gentle		
DancingMen.tsv	11	hasProperty	アメリカ人である	American		
DancingMen.tsv	16	hasProperty	真面目である	serious		
DancingMen.tsv	22	hasProperty	真っ青だった	blue		
DancingMen.tsv	53	hasProperty	月明かりだけである	moonlighted		
DancingMen.tsv	82	hasProperty	小柄である	small		
DancingMen.tsv	86	hasProperty	物分かり良い	wellUnderstood		
DancingMen.tsv	89	hasProperty	死んでいない	notDead		
DancingMen.tsv	117	hasProperty	小さい	small		
DancingMen.tsv	149	hasProperty	解くことができる	understandable		
DancingMen.tsv	169	hasProperty	短い	beShort	short	
DancingMen.tsv	174	hasProperty	アメリカ人である	American		
DancingMen.tsv	201	hasProperty	幼なじみだった	beChildhood	childhood	状態を表すときbeは不要？
DancingMen.tsv	173a	hasProperty	意味が通じる	The meaningful	meaningful	
